,scaling factor,time (sec),accel = sin(t/tscale)*ascale,sine argument,vel = (-cos(t/tscale)+1)*vscale,RR vel (m/s),err vel,pos = (-tscale(sin(t/tscale))+t)*vscale,RR pos (meters),error vel,error pos,time (min),vel Km/hr,pos Km,,,,,,,,,,,,,,,,,
,,64.0000000,0.052415954425489,0.2234021,1.684321541511830,1.710527808478620,-0.0262063,35.992077029788300,37.693832296261400,-0.0262063,1.7367341,1.0666667,6.1579001,0.0376938,,,,,,,,,,,,,,,,,
,,65.0000000,0.053220962178249,0.2268928,1.737140053445170,1.763748770656870,-0.0266087,37.702740743273400,39.457581066918300,-0.0266087,1.7903575,1.0833333,6.3494956,0.0394576,,,,,,,,,,,,,,,,,
,,66.0000000,0.054025321450381,0.2303835,1.790763249708030,1.817774092107250,-0.0270108,39.466625364897200,41.275355159025500,-0.0270108,1.8447849,1.1000000,6.5439867,0.0412754,,,,,,,,,,,,,,,,,
,,67.0000000,0.054829022441021,0.2338741,1.845190476918680,1.872603114548270,-0.0274126,41.284535253114400,43.147958273573800,-0.0274126,1.9000158,1.1166667,6.7413712,0.0431480,,,,,,,,,,,,,,,,,
,,68.0000000,0.055632055357325,0.2373648,1.900421071898530,1.928235169905600,-0.0278141,43.157274108099500,45.076193443479400,-0.0278141,1.9560493,1.1333333,6.9416466,0.0450762,,,,,,,,,,,,,,,,,
,,69.0000000,0.056434410414591,0.2408554,1.956454361680230,1.984669580320190,-0.0282152,45.085644961953800,47.060863023799600,-0.0282152,2.0128848,1.1500000,7.1448105,0.0470609,,,,,,,,,,,,,,,,,
,,70.0000000,0.057236077836376,0.2443461,2.013289663515800,2.041905658156560,-0.0286160,47.070450168919400,49.102768681956100,-0.0286160,2.0705217,1.1666667,7.3508604,0.0491028,,,,,,,,,,,,,,,,,
,,71.0000000,0.058037047854615,0.2478368,2.070926284885040,2.099942706011180,-0.0290164,49.112491395605600,51.202711387967300,-0.0290164,2.1289591,1.1833333,7.5597937,0.0512027,,,,,,,,,,,,,,,,,
,,72.0000000,0.058837310709741,0.2513274,2.129363523503900,2.158780016720920,-0.0294165,51.212569611214800,53.361491404688200,-0.0294165,2.1881965,1.2000000,7.7716081,0.0533615,,,,,,,,,,,,,,,,,
,,73.0000000,0.059636856650804,0.2548181,2.188600667333060,2.218416873371720,-0.0298162,53.371485077791400,55.579908278060000,-0.0298162,2.2482331,1.2166667,7.9863007,0.0555799,,,,,,,,,,,,,,,,,
